set_id,block_id,session_id,set_order,reps_parsed,distance_parsed_m,block_volume_m,block_type,prescription_text,zones,styles,materials,skills,atomization,source_fidelity
RKF-13-14-089-B04-S01,RKF-13-14-089-B04,RKF-13-14-089,1,9,200,1800,Desenvolvimento,1800: 9×200 usando padrão individual encontrado,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-089-B05-S01,RKF-13-14-089-B05,RKF-13-14-089,1,,,400,Desenvolvimento,400 transferência,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-089-B06-S01,RKF-13-14-089-B06,RKF-13-14-089,1,,,300,Regenerativo,300 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-090-B01-S01,RKF-13-14-090-B01,RKF-13-14-090,1,,,1000,Aquecimento,1000 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-090-B02-S01,RKF-13-14-090-B02,RKF-13-14-090,1,,,600,Desenvolvimento,600 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-090-B03-S01,RKF-13-14-090-B03,RKF-13-14-090,1,10,50,500,Desenvolvimento,500: 10×50 atacando últimos 7–10 m → virada → impulsão → submerso → breakout,,,,Submerso|Breakout,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-090-B04-S01,RKF-13-14-090-B04,RKF-13-14-090,1,6,300,1800,Desenvolvimento,1800: 6×300 =100 A1 +100 A2 +100 progressivo; qualidade de parede em todas intensidades,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-090-B05-S01,RKF-13-14-090-B05,RKF-13-14-090,1,,,300,Desenvolvimento,300 submerso técnico,,,,Submerso,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-090-B06-S01,RKF-13-14-090-B06,RKF-13-14-090,1,,,300,Regenerativo,300 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-091-B01-S01,RKF-13-14-091-B01,RKF-13-14-091,1,,,900,Aquecimento,900 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-091-B02-S01,RKF-13-14-091-B02,RKF-13-14-091,1,,,600,Desenvolvimento,600 preparação,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-091-B03-S01,RKF-13-14-091-B03,RKF-13-14-091,1,,,400,Desenvolvimento,400 submerso,,,,Submerso,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-091-B04-S01,RKF-13-14-091-B04,RKF-13-14-091,1,3,800,2400,Desenvolvimento,2400: 3×800 = A1; A1/A2; negative split A1→A2; resistência técnica específica e registro de viradas pré-definidas,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-091-B05-S01,RKF-13-14-091-B05,RKF-13-14-091,1,,,100,Desenvolvimento,100 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-091-B06-S01,RKF-13-14-091-B06,RKF-13-14-091,1,,,200,Regenerativo,200 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-092-B01-S01,RKF-13-14-092-B01,RKF-13-14-092,1,,,900,Aquecimento,900 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-092-B02-S01,RKF-13-14-092-B02,RKF-13-14-092,1,,,600,Desenvolvimento,600 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-092-B03-S01,RKF-13-14-092-B03,RKF-13-14-092,1,20,25,500,Desenvolvimento,500: 20×25 conectando última pernada → primeira braçada → primeira respiração,,,,Braçadas|Respiração|Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-092-B04-S01,RKF-13-14-092-B04,RKF-13-14-092,1,8,200,1600,Desenvolvimento,1600: 8×200 A1/A2; última virada de cada 200 = melhor execução,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-092-B05-S01,RKF-13-14-092-B05,RKF-13-14-092,1,8,50,400,Desenvolvimento,400: 8×50 progressivos com parede forte,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-092-B06-S01,RKF-13-14-092-B06,RKF-13-14-092,1,,,300,Regenerativo,300 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-093-B01-S01,RKF-13-14-093-B01,RKF-13-14-093,1,,,900,Aquecimento,900 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-093-B02-S01,RKF-13-14-093-B02,RKF-13-14-093,1,,,600,Desenvolvimento,600 preparação,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-093-B03-S01,RKF-13-14-093-B03,RKF-13-14-093,1,12,50,600,Desenvolvimento,600: 12×50 impulso → submerso rápido → breakout →10–15 m velocidade superfície → completar leve,,,,Submerso|Breakout,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-093-B04-S01,RKF-13-14-093-B04,RKF-13-14-093,1,8,200,1600,Desenvolvimento,1600: 8×200 A1/A2,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-093-B05-S01,RKF-13-14-093-B05,RKF-13-14-093,1,8,50,400,Desenvolvimento,400: 8×50 com segunda metade mais rápida após virada,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-093-B06-S01,RKF-13-14-093-B06,RKF-13-14-093,1,,,100,Desenvolvimento,100 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-093-B07-S01,RKF-13-14-093-B07,RKF-13-14-093,1,,,200,Regenerativo,200 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-094-B01-S01,RKF-13-14-094-B01,RKF-13-14-094,1,,,1000,Aquecimento,1000 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-094-B02-S01,RKF-13-14-094-B02,RKF-13-14-094,1,,,600,Desenvolvimento,600 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-094-B03-S01,RKF-13-14-094-B03,RKF-13-14-094,1,,,400,Desenvolvimento,400 submerso,,,,Submerso,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-094-B04-S01,RKF-13-14-094-B04,RKF-13-14-094,1,10,200,2000,Desenvolvimento,"2000: 10×200: 1–2 A1; 3–4 A2; 5–6 progressivos; 7–8 negative split; 9–10 A2 forte técnico; avaliar 1ª,3ª,5ª,7ª parede",A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-094-B05-S01,RKF-13-14-094-B05,RKF-13-14-094,1,,,200,Desenvolvimento,200 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-094-B06-S01,RKF-13-14-094-B06,RKF-13-14-094,1,,,300,Regenerativo,300 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-095-B01-S01,RKF-13-14-095-B01,RKF-13-14-095,1,,,900,Aquecimento,900 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-095-B02-S01,RKF-13-14-095-B02,RKF-13-14-095,1,,,600,Desenvolvimento,600 IM técnico,,Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-095-B03-S01,RKF-13-14-095-B03,RKF-13-14-095,1,10,50,500,Desenvolvimento,"500: 10×50 transições borbo→costas, costas→peito, peito→livre",,Livre/Crawl|Costas|Peito|Borboleta,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-095-B04-S01,RKF-13-14-095-B04,RKF-13-14-095,1,4,400,1600,Desenvolvimento,1600: 4×400 IM técnico/aeróbico; preservar paredes sob fadiga,,Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-095-B05-S01,RKF-13-14-095-B05,RKF-13-14-095,1,,,400,Desenvolvimento,400 pernada específica,,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-095-B06-S01,RKF-13-14-095-B06,RKF-13-14-095,1,,,100,Desenvolvimento,100 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-095-B07-S01,RKF-13-14-095-B07,RKF-13-14-095,1,,,300,Regenerativo,300 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-096-B01-S01,RKF-13-14-096-B01,RKF-13-14-096,1,,,900,Aquecimento,900 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-096-B02-S01,RKF-13-14-096-B02,RKF-13-14-096,1,,,600,Desenvolvimento,600 preparação,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-096-B03-S01,RKF-13-14-096-B03,RKF-13-14-096,1,,,400,Desenvolvimento,400 submerso,,,,Submerso,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-096-B04-S01,RKF-13-14-096-B04,RKF-13-14-096,1,8,200,1600,Desenvolvimento,"1600: 8×200; buscar última virada ≥ qualidade da primeira, com impulsão, streamline, ondulação e breakout",,,,Streamline|Breakout,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-096-B05-S01,RKF-13-14-096-B05,RKF-13-14-096,1,,,400,Desenvolvimento,400 perna,,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-096-B06-S01,RKF-13-14-096-B06,RKF-13-14-096,1,,,200,Desenvolvimento,200 transferência,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-096-B07-S01,RKF-13-14-096-B07,RKF-13-14-096,1,,,200,Regenerativo,200 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-097-B01-S01,RKF-13-14-097-B01,RKF-13-14-097,1,,,900,Aquecimento,900 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-097-B02-S01,RKF-13-14-097-B02,RKF-13-14-097,1,,,600,Desenvolvimento,600 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-097-B03-S01,RKF-13-14-097-B03,RKF-13-14-097,1,,,400,Desenvolvimento,400 preparação,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-097-B04-S01,RKF-13-14-097-B04,RKF-13-14-097,1,12,50,600,Desenvolvimento,600: 12×50 entrando na parede progressivamente mais rápido → virada agressiva → submerso → breakout → completar leve,,,,Submerso|Breakout,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-097-B05-S01,RKF-13-14-097-B05,RKF-13-14-097,1,5,200,1000,Desenvolvimento,"1000: 5×200 aeróbicos A1/A2, preservando padrão de parede",A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-097-B06-S01,RKF-13-14-097-B06,RKF-13-14-097,1,,,500,Desenvolvimento,500 técnica pós,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-097-B07-S01,RKF-13-14-097-B07,RKF-13-14-097,1,,,400,Regenerativo,400 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-098-B01-S01,RKF-13-14-098-B01,RKF-13-14-098,1,,,1000,Aquecimento,1000 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-098-B02-S01,RKF-13-14-098-B02,RKF-13-14-098,1,,,600,Desenvolvimento,600 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-098-B03-S01,RKF-13-14-098-B03,RKF-13-14-098,1,,,400,Desenvolvimento,400 submerso isolado,,,,Submerso,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-098-B04-S01,RKF-13-14-098-B04,RKF-13-14-098,1,5,400,2000,Desenvolvimento,2000: 5×400: manter ondulações; distância; breakout; aumentar intensidade mantendo parede; integrar todos,,,,Breakout,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-098-B05-S01,RKF-13-14-098-B05,RKF-13-14-098,1,,,300,Desenvolvimento,300 transferência,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-098-B06-S01,RKF-13-14-098-B06,RKF-13-14-098,1,,,300,Regenerativo,300 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-099-B01-S01,RKF-13-14-099-B01,RKF-13-14-099,1,,,900,Aquecimento,900 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-099-B02-S01,RKF-13-14-099-B02,RKF-13-14-099,1,,,600,Desenvolvimento,600 preparação,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-099-B03-S01,RKF-13-14-099-B03,RKF-13-14-099,1,,,1600,Desenvolvimento,1600 aeróbico,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-099-B04-S01,RKF-13-14-099-B04,RKF-13-14-099,1,8,100,800,Desenvolvimento,"800: 8×100 como pequenas provas técnicas: saída/trecho → aproximação → virada → submerso → breakout → chegada; 2 livre,2 costas,2 estilo principal,2 escolha",,Livre/Crawl|Costas,,Submerso|Breakout,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-099-B05-S01,RKF-13-14-099-B05,RKF-13-14-099,1,,,200,Desenvolvimento,200 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-099-B06-S01,RKF-13-14-099-B06,RKF-13-14-099,1,,,200,Regenerativo,200 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-100-B01-S01,RKF-13-14-100-B01,RKF-13-14-100,1,,,1000,Aquecimento,1000 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-100-B02-S01,RKF-13-14-100-B02,RKF-13-14-100,1,,,600,Desenvolvimento,600 preparação técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-100-B03-S01,RKF-13-14-100-B03,RKF-13-14-100,1,16,25,400,Desenvolvimento,400: 16×25 submerso isolado; determinar padrão individual eficiente,,,,Submerso,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-100-B04-S01,RKF-13-14-100-B04,RKF-13-14-100,1,8,100,800,Desenvolvimento,800: 8×100 mantendo padrão,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-100-B05-S01,RKF-13-14-100-B05,RKF-13-14-100,1,6,200,1200,Desenvolvimento,1200: 6×200 A1→A2 mantendo padrão em todas paredes,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-100-B06-S01,RKF-13-14-100-B06,RKF-13-14-100,1,6,50,300,Desenvolvimento,300: 6×50 entrada progressivamente mais rápida → virada → melhor submerso eficiente → breakout,,,,Submerso|Breakout,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-100-B07-S01,RKF-13-14-100-B07,RKF-13-14-100,1,4,25,100,Desenvolvimento,"100: 4×25 execução perfeita, sem disputa de apneia",,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-100-B08-S01,RKF-13-14-100-B08,RKF-13-14-100,1,,,100,Desenvolvimento,100 técnica leve,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-13-14-100-B09-S01,RKF-13-14-100-B09,RKF-13-14-100,1,,,100,Regenerativo,100 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-01-B01-S01,RKF-15-16-01-B01,RKF-15-16-01,1,4,50,1000,Aquecimento,1000: 400 livre A1 +200 IM técnico +4×50 perna/nado +4×50 progressivos 1–4,A1,Livre/Crawl|Medley,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-01-B02-S01,RKF-15-16-01-B02,RKF-15-16-01,1,6,100,600,Desenvolvimento,600: 6×100 =25 scull +25 catch-up/pegada alta +50 A1 contando braçadas; aumentar velocidade a cada 2 sem explodir ciclos,A1,,,Scull|Braçadas,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-01-B03-S01,RKF-15-16-01-B03,RKF-15-16-01,1,6,100,600,Desenvolvimento,600: 6×100 =50 perna A2 +50 nado A2; alternar livre/costas/livre; transferir ativação das pernas,A2,Livre/Crawl|Costas,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-01-B04-S01,RKF-15-16-01-B04,RKF-15-16-01,1,1,1200,4200,Desenvolvimento,"4200 principal: 1×1200 (400 A1+400 A1/A2+400 A2) +2×800 (#1 400 A1+300 A2+100 A2 forte; #2 200 A1+400 A2+200 negative split) +2×500 (300 A2+150 A2 forte+50 A3 controlado) +2×200 (100 A2+75 A2 forte+25 A3). Cobrar tempo/100, braçadas, parede e pernas",A3|A2|A1,,,Braçadas|Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-01-B05-S01,RKF-15-16-01-B05,RKF-15-16-01,1,8,50,400,Desenvolvimento,400: 8×50 =25 forte coordenado +25 A1,A1,,,Coordenação,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-01-B06-S01,RKF-15-16-01-B06,RKF-15-16-01,1,,,400,Regenerativo,400 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-02-B01-S01,RKF-15-16-02-B01,RKF-15-16-02,1,4,50,1000,Aquecimento,1000: 400 livre +200 costas/livre +4×50 drill +4×50 progressivos,,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-02-B02-S01,RKF-15-16-02-B02,RKF-15-16-02,1,12,50,600,Desenvolvimento,"600: 12×50; 1–4 pegada, 5–8 alinhamento/rotação, 9–12 25 drill+25 nado",,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-02-B03-S01,RKF-15-16-02-B03,RKF-15-16-02,1,8,100,800,Desenvolvimento,800: 8×100 palmar pequeno/médio =75 A1/A2+25 progressivo; retirar palmar,A2|A1,,Palmar pequeno,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-02-B04-S01,RKF-15-16-02-B04,RKF-15-16-02,1,8,400,3200,Desenvolvimento,3200 principal: 8×400 — A1 técnico; A1/A2; A2 controlado; A2 negative split; 300 A2+100 forte; 200 A2+2×100 progressivos internos; A2 forte sustentável; melhor média sustentável. Comparar braçadas #1/#4/#8,A2|A1,,,Braçadas,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-02-B05-S01,RKF-15-16-02-B05,RKF-15-16-02,1,12,50,600,Desenvolvimento,600: 12×50 perna =25 forte+25 moderado,,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-02-B06-S01,RKF-15-16-02-B06,RKF-15-16-02,1,,,600,Regenerativo,600 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-03-B01-S01,RKF-15-16-03-B01,RKF-15-16-03,1,,,1000,Aquecimento,1000 aquecimento variado,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-03-B02-S01,RKF-15-16-03-B02,RKF-15-16-03,1,6,100,600,Desenvolvimento,600: 6×100 =50 drill+50 nado alternando livre/costas,,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-03-B03-S01,RKF-15-16-03-B03,RKF-15-16-03,1,6,100,600,Desenvolvimento,600: 6×100 progressivos 1–3 ×2,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-03-B04-S01,RKF-15-16-03-B04,RKF-15-16-03,1,2,1500,3000,Desenvolvimento,3000 principal I: 2×1500 — #1 500 A1+500 A1/A2+500 A2; #2 5×300 contínuos A1/A1-A2/A2/A2 forte/negative split; registrar parcial a cada 300,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-03-B05-S01,RKF-15-16-03-B05,RKF-15-16-03,1,6,200,1200,Desenvolvimento,1200 principal II: 6×200 A2; ímpares mesma frequência buscando mais distância/ciclo; pares mesma faixa de ciclos tentando melhorar tempo,A2,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-03-B06-S01,RKF-15-16-03-B06,RKF-15-16-03,1,10,50,500,Desenvolvimento,500: 10×50 =25 perna forte+25 nado,,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-03-B07-S01,RKF-15-16-03-B07,RKF-15-16-03,1,,,500,Regenerativo,500 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-04-B01-S01,RKF-15-16-04-B01,RKF-15-16-04,1,4,100,1000,Aquecimento,1000: 400 livre +4×100 IM +4×50 escolha progressivos,,Livre/Crawl|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-04-B02-S01,RKF-15-16-04-B02,RKF-15-16-04,1,4,200,800,Desenvolvimento,800: 4×200 =50 borbo técnico+50 costas eficiência+50 peito distância/ciclo+50 livre progressivo,,Livre/Crawl|Costas|Peito|Borboleta,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-04-B03-S01,RKF-15-16-04-B03,RKF-15-16-04,1,6,600,3600,Desenvolvimento,3600 principal: 6×600 — 400 IM+200 livre A1; 300 IM+300 livre A2; 200 IM+400 livre A2; 6×100 internos IM/livre; 300 IM negative split+300 livre A2 forte; 600=150 de cada estilo progressivo,A2|A1,Livre/Crawl|Medley,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-04-B04-S01,RKF-15-16-04-B04,RKF-15-16-04,1,12,50,600,Desenvolvimento,"600: 12×50 perna, 3 de cada estilo",,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-04-B05-S01,RKF-15-16-04-B05,RKF-15-16-04,1,6,50,300,Desenvolvimento,300: 6×50 =25 estilo+25 livre mais rápido,,Livre/Crawl,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-04-B06-S01,RKF-15-16-04-B06,RKF-15-16-04,1,,,300,Regenerativo,300 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-05-B01-S01,RKF-15-16-05-B01,RKF-15-16-05,1,,,1000,Aquecimento,1000 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-05-B02-S01,RKF-15-16-05-B02,RKF-15-16-05,1,,,600,Desenvolvimento,600 técnica detalhada de pegada/alinhamento e transferência para nado,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-05-B03-S01,RKF-15-16-05-B03,RKF-15-16-05,1,6,100,600,Desenvolvimento,600: 6×100 =50 A1+25 A2+25 progressivo,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-05-B04-S01,RKF-15-16-05-B04,RKF-15-16-05,1,,,4000,Desenvolvimento,"4000 principal: 2×(800+600+400+200). R1: 800 A1/A2, 600 A2, 400 A2 forte, 200 negative split. R2: 800 A2 controlado, 600=300 A1+300 A2 forte, 400 negative split, 200 A2→A3. Quanto menor a distância, maior a velocidade e o rigor técnico",A3|A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-05-B05-S01,RKF-15-16-05-B05,RKF-15-16-05,1,5,100,500,Desenvolvimento,500: 5×100 perna progressivos,,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-05-B06-S01,RKF-15-16-05-B06,RKF-15-16-05,1,,,500,Regenerativo,500 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-06-B01-S01,RKF-15-16-06-B01,RKF-15-16-06,1,,,1000,Aquecimento,1000 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-06-B02-S01,RKF-15-16-06-B02,RKF-15-16-06,1,,,600,Desenvolvimento,600 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-06-B03-S01,RKF-15-16-06-B03,RKF-15-16-06,1,6,100,600,Desenvolvimento,600: 6×100 braço com palmar médio A2 técnico,A2,,Palmar médio,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-06-B04-S01,RKF-15-16-06-B04,RKF-15-16-06,1,12,300,3600,Desenvolvimento,3600 principal: 12×300 em 3×4. B1 A1/A1-A2/A2/A2; B2 A2/A2/A2 forte/A2; B3 A2/A2 forte/negative split/melhor média sustentável. Ensinar níveis dentro do A2,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-06-B05-S01,RKF-15-16-06-B05,RKF-15-16-06,1,4,100,400,Desenvolvimento,400: 4×100 sem palmar preservando pressão da mão,,,Palmar,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-06-B06-S01,RKF-15-16-06-B06,RKF-15-16-06,1,,,300,Desenvolvimento,300 perna,,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-06-B07-S01,RKF-15-16-06-B07,RKF-15-16-06,1,,,100,Desenvolvimento,100 técnica pós,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-06-B08-S01,RKF-15-16-06-B08,RKF-15-16-06,1,,,200,Regenerativo,200 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-07-B01-S01,RKF-15-16-07-B01,RKF-15-16-07,1,,,1000,Aquecimento,1000 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-07-B02-S01,RKF-15-16-07-B02,RKF-15-16-07,1,,,600,Desenvolvimento,600 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-07-B03-S01,RKF-15-16-07-B03,RKF-15-16-07,1,12,50,600,Desenvolvimento,600: 12×50 perna progressivos 1–4 ×3,,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-07-B04-S01,RKF-15-16-07-B04,RKF-15-16-07,1,4,8,3200,Desenvolvimento,3200 principal: 4×8×100. B1 4 A1+3 A2+1 A3 controlado; B2 2 A1+4 A2+2 A3; B3 1 A1+5 A2+2 A3; B4 todos progressivos dentro do 100. Velocidade por força efetiva+pernas+ajuste de frequência; registrar ciclos #1/#4/#8,A3|A2|A1,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-07-B05-S01,RKF-15-16-07-B05,RKF-15-16-07,1,3,200,600,Desenvolvimento,600: 3×200 A1 perfeito,A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-07-B06-S01,RKF-15-16-07-B06,RKF-15-16-07,1,,,400,Regenerativo,400 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-08-B01-S01,RKF-15-16-08-B01,RKF-15-16-08,1,,,1000,Aquecimento,1000 aquecimento,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-08-B02-S01,RKF-15-16-08-B02,RKF-15-16-08,1,,,600,Desenvolvimento,600 técnica,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-08-B03-S01,RKF-15-16-08-B03,RKF-15-16-08,1,6,100,600,Desenvolvimento,600: 6×100 progressivos,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-08-B04-S01,RKF-15-16-08-B04,RKF-15-16-08,1,3,1000,3000,Desenvolvimento,3000 principal I: 3×1000 — #1 500 A1+500 A2; #2 4×250 internos descendentes; #3 1000 negative split com 2º 500 claramente superior,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-08-B05-S01,RKF-15-16-08-B05,RKF-15-16-08,1,8,200,1600,Desenvolvimento,1600 principal II: 8×200 — 1–2 A1/A2; 3–4 A2; 5–6 150 A2+50 forte; 7 negative split; 8 melhor média,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-08-B06-S01,RKF-15-16-08-B06,RKF-15-16-08,1,,,400,Desenvolvimento,400 perna,,,,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-15-16-08-B07-S01,RKF-15-16-08-B07,RKF-15-16-08,1,,,400,Regenerativo,400 regenerativo,,,,,normalized_atomic_block,NORMALIZED_EXACT
